Country,Gender,Age,EmploymentStatus,EmployerIndustry,FormalEducation,Major,CompensationAmount,CompensationCurrency,CurrentJobTitle,TitleFit,LanguageRecommendation,DataScienceIdentity,WorkDataVisualizations,JobSatisfaction,JobSatisfaction2
United States,Male,34,Employed full-time,Technology,Bachelor's degree,A social science,115500,USD,Data Analyst,Fine,Python,Sort of (Explain more),51-75% of projects,7,7
United States,Male,29,Employed full-time,Technology,Doctoral degree,Mathematics or statistics,172000,USD,Scientist/Researcher,Fine,Python,Yes,26-50% of projects,9,9
Other,Male,24,Employed part-time,Financial,Bachelor's degree,Computer Science,1000,USD,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),Less than 10% of projects,5,5
Indonesia,Male,31,Employed full-time,Financial,Master's degree,Computer Science,10000,USD,Software Developer/Software Engineer,Perfectly,Python,No,Less than 10% of projects,7,7
Philippines,Female,22,Employed full-time,Technology,Bachelor's degree,Mathematics or statistics,23000,PHP,Data Analyst,Fine,R,No,51-75% of projects,7,7
Canada,Male,27,Employed full-time,Academic,Bachelor's degree,Engineering (non-computer focused),30000,CAD,Scientist/Researcher,Fine,Python,No,100% of projects,3,3
United States,Male,21,Employed full-time,Technology,Bachelor's degree,Computer Science,110000,USD,Machine Learning Engineer,Fine,Python,No,100% of projects,9,9
India,Male,29,Employed full-time,Insurance,Master's degree,Computer Science,1500000,INR,Business Analyst,Perfectly,SQL,Sort of (Explain more),51-75% of projects,8,8
Australia,Male,40,Employed full-time,Technology,Bachelor's degree,Computer Science,120000,AUD,Software Developer/Software Engineer,Perfectly,Python,No,Less than 10% of projects,4,4
India,Male,30,Employed full-time,Academic,Master's degree,Electrical Engineering,7.00E+05,INR,Machine Learning Engineer,Fine,Matlab,Sort of (Explain more),10-25% of projects,8,8
Indonesia,Male,23,Employed full-time,CRM/Marketing,Bachelor's degree,Computer Science,1.40E+08,IDR,Machine Learning Engineer,Perfectly,Python,Yes,10-25% of projects,8,8
India,Male,39,Employed full-time,Academic,Master's degree,Computer Science,1.00E+05,INR,Other,Fine,R,Sort of (Explain more),26-50% of projects,8,8
Philippines,Male,33,Employed full-time,Other,Bachelor's degree,A social science,28000,HKD,Business Analyst,Fine,R,Yes,51-75% of projects,8,8
Canada,Male,23,Employed full-time,Financial,Master's degree,Computer Science,72000,CAD,Data Analyst,Fine,Python,No,76-99% of projects,5,5
Canada,Female,61,"Independent contractor, freelancer, or self-employed",Technology,Bachelor's degree,Mathematics or statistics,70000,CAD,Business Analyst,Poorly,SQL,Sort of (Explain more),10-25% of projects,5,5
United States,Female,50,Employed full-time,Academic,Doctoral degree,Electrical Engineering,120000,USD,Scientist/Researcher,Fine,Python,Yes,100% of projects,8,8
Singapore,Male,34,Employed full-time,Government,Doctoral degree,Computer Science,80000,SGD,Scientist/Researcher,Fine,Python,Yes,26-50% of projects,4,4
Pakistan,Male,36,Employed full-time,Technology,Bachelor's degree,Computer Science,30000,USD,Programmer,Perfectly,R,Yes,Less than 10% of projects,10 - Highly Satisfied,10
Colombia,Male,29,Employed full-time,Other,Master's degree,Engineering (non-computer focused),4.00E+06,COP,Business Analyst,Perfectly,Python,Yes,26-50% of projects,7,7
India,Male,29,Employed full-time,Academic,Master's degree,Computer Science,540000,INR,DBA/Database Engineer,Fine,Python,No,None,7,7
United States,"Non-binary, genderqueer, or gender non-conforming",22,Employed full-time,Mix of fields,Bachelor's degree,Computer Science,1.00E+05,USD,Software Developer/Software Engineer,Perfectly,Python,Yes,51-75% of projects,8,8
United States,Male,24,Employed full-time,Mix of fields,Bachelor's degree,A social science,58000,USD,Data Analyst,Fine,R,Yes,76-99% of projects,8,8
Sweden,Male,40,Employed full-time,Academic,Doctoral degree,Computer Science,47000,SEK,Computer Scientist,Fine,Python,Yes,10-25% of projects,8,8
United States,Male,31,Employed full-time,Mix of fields,Doctoral degree,Mathematics or statistics,80000,USD,Operations Research Practitioner,Fine,R,Yes,100% of projects,5,5
Japan,Male,33,Employed full-time,Technology,Bachelor's degree,Computer Science,9.00E+06,JPY,Machine Learning Engineer,Fine,Python,Yes,26-50% of projects,6,6
United States,Female,37,Employed full-time,Academic,Doctoral degree,Biology,88500,USD,Scientist/Researcher,Poorly,Python,Yes,100% of projects,7,7
Germany,Male,43,Employed full-time,Internet-based,Master's degree,Electrical Engineering,50000,EUR,Software Developer/Software Engineer,Perfectly,Python,No,51-75% of projects,8,8
Nigeria,Male,31,Employed full-time,Telecommunications,Bachelor's degree,Electrical Engineering,6.00E+06,NGN,Data Analyst,Fine,Other,Yes,100% of projects,10 - Highly Satisfied,10
India,Male,30,Employed full-time,Insurance,Bachelor's degree,Electrical Engineering,1420000,INR,Business Analyst,Fine,Python,No,100% of projects,10 - Highly Satisfied,10
India,Female,28,Employed full-time,Technology,Master's degree,Mathematics or statistics,770000,INR,Other,Fine,R,Yes,51-75% of projects,5,5
United States,Male,37,Employed full-time,Other,Master's degree,Other,75000,USD,Software Developer/Software Engineer,Perfectly,Python,Yes,100% of projects,8,8
United States,Male,31,Employed full-time,Technology,Doctoral degree,Engineering (non-computer focused),2.00E+05,USD,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),76-99% of projects,9,9
India,Male,24,"Independent contractor, freelancer, or self-employed",Mix of fields,Bachelor's degree,Electrical Engineering,6.00E+05,INR,Data Analyst,Fine,R,No,51-75% of projects,6,6
Brazil,Male,27,Employed full-time,Other,Master's degree,Computer Science,15000,USD,Software Developer/Software Engineer,Fine,Python,Yes,100% of projects,8,8
India,Female,43,Employed full-time,Academic,Doctoral degree,Electrical Engineering,75000,RUB,Researcher,Fine,R,Yes,Less than 10% of projects,8,8
United States,Male,43,Employed full-time,Retail,Master's degree,Mathematics or statistics,95000,USD,Data Analyst,Fine,R,Yes,Less than 10% of projects,10 - Highly Satisfied,10
India,Male,45,"Independent contractor, freelancer, or self-employed",Technology,Master's degree,Computer Science,7500000,INR,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),10-25% of projects,10 - Highly Satisfied,10
Sweden,Male,32,Employed full-time,Technology,Master's degree,Other,50000,SEK,Scientist/Researcher,Fine,Python,Sort of (Explain more),76-99% of projects,6,6
India,Male,28,Employed part-time,Government,Master's degree,Other,0,INR,Data Analyst,Fine,SQL,Yes,10-25% of projects,2,2
India,Male,25,Employed full-time,CRM/Marketing,Bachelor's degree,Computer Science,5.00E+05,INR,Predictive Modeler,Fine,Python,Yes,51-75% of projects,7,7
India,Male,39,Employed full-time,Technology,Master's degree,Mathematics or statistics,1700000,INR,Software Developer/Software Engineer,Fine,R,Yes,Less than 10% of projects,3,3
India,Male,24,Employed full-time,Mix of fields,Master's degree,"Information technology, networking, or system administration",750000,INR,Business Analyst,Fine,R,No,10-25% of projects,6,6
People 's Republic of China,Male,29,Employed full-time,Technology,Master's degree,Mathematics or statistics,170000,CNY,Machine Learning Engineer,Perfectly,Python,No,10-25% of projects,6,6
United States,Male,27,Employed full-time,Technology,Master's degree,Computer Science,95000,USD,Software Developer/Software Engineer,Poorly,Python,Sort of (Explain more),51-75% of projects,1 - Highly Dissatisfied,1
United States,Female,40,Employed full-time,Other,Bachelor's degree,Management information systems,65000,USD,Business Analyst,Poorly,SAS,Sort of (Explain more),76-99% of projects,3,3
Brazil,Male,30,Employed full-time,Other,Master's degree,Electrical Engineering,109000,BRL,Engineer,Poorly,R,Yes,76-99% of projects,8,8
India,Male,23,Employed full-time,Pharmaceutical,Bachelor's degree,Engineering (non-computer focused),7.00E+05,INR,Data Analyst,Poorly,R,Yes,76-99% of projects,3,3
United States,Female,28,"Independent contractor, freelancer, or self-employed",Military/Security,Bachelor's degree,Mathematics or statistics,60000,USD,Other,Fine,Python,Sort of (Explain more),10-25% of projects,10 - Highly Satisfied,10
India,Female,23,Employed full-time,Mix of fields,Bachelor's degree,Computer Science,508000,INR,Business Analyst,Poorly,R,Sort of (Explain more),51-75% of projects,3,3
India,Male,24,Employed full-time,Technology,Bachelor's degree,Engineering (non-computer focused),3.00E+05,INR,Programmer,Fine,Python,Sort of (Explain more),76-99% of projects,6,6
United Kingdom,Male,50,Employed full-time,Financial,Some college/university study without earning a bachelor's degree,Management information systems,90000,GBP,Software Developer/Software Engineer,Poorly,SQL,No,76-99% of projects,3,3
Taiwan,Male,26,Employed full-time,Telecommunications,Master's degree,Mathematics or statistics,9.00E+05,TWD,Researcher,Poorly,Python,No,10-25% of projects,8,8
Philippines,"Non-binary, genderqueer, or gender non-conforming",28,"Independent contractor, freelancer, or self-employed",Technology,Bachelor's degree,A social science,1200000,PHP,Business Analyst,Poorly,SQL,Yes,100% of projects,4,4
India,Male,28,Employed full-time,Non-profit,Master's degree,Computer Science,360000,INR,Statistician,Fine,R,Yes,26-50% of projects,6,6
United States,Male,37,Employed full-time,Other,Bachelor's degree,Computer Science,205,USD,Software Developer/Software Engineer,Poorly,Python,Sort of (Explain more),Less than 10% of projects,3,3
India,Female,28,Employed full-time,Mix of fields,Master's degree,Mathematics or statistics,660000,INR,Data Analyst,Fine,Python,Yes,76-99% of projects,6,6
United States,Male,27,Employed full-time,Academic,Master's degree,Physics,30000,USD,Scientist/Researcher,Perfectly,C/C++/C#,No,51-75% of projects,7,7
Iran,Male,27,Employed full-time,Internet-based,Master's degree,Computer Science,5.40E+07,IRR,Software Developer/Software Engineer,Perfectly,Python,Yes,10-25% of projects,2,2
Other,Male,32,Employed full-time,CRM/Marketing,Master's degree,Other,75000,AED,Business Analyst,Fine,Python,Yes,100% of projects,7,7
India,Male,30,Employed full-time,Manufacturing,Master's degree,Engineering (non-computer focused),60000,INR,Engineer,Fine,Matlab,No,10-25% of projects,4,4
United States,Male,32,Employed full-time,Academic,Master's degree,Electrical Engineering,1.00E+05,USD,Computer Scientist,Poorly,Python,Yes,100% of projects,8,8
United States,Male,34,Employed full-time,Other,Master's degree,Electrical Engineering,140000,USD,Data Analyst,Fine,Matlab,Yes,76-99% of projects,7,7
Taiwan,Male,34,Employed full-time,Academic,Master's degree,A health science,17000,USD,Data Analyst,Fine,R,Yes,100% of projects,8,8
United States,Male,34,Employed full-time,Academic,Master's degree,Biology,50000,USD,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),51-75% of projects,5,5
India,Female,33,Employed full-time,Academic,Master's degree,Computer Science,42000,INR,Scientist/Researcher,Fine,R,Sort of (Explain more),26-50% of projects,6,6
India,Female,26,Employed full-time,Government,Master's degree,Computer Science,840000,INR,Data Analyst,Fine,Python,No,100% of projects,5,5
Japan,Male,30,Employed full-time,Academic,Doctoral degree,Computer Science,4.00E+06,JPY,Computer Scientist,Fine,Python,Yes,51-75% of projects,3,3
South Africa,Female,28,Employed full-time,Financial,Master's degree,"Information technology, networking, or system administration",0,ZAR,Data Analyst,Fine,R,No,26-50% of projects,9,9
United States,Male,25,Employed full-time,Retail,Bachelor's degree,Computer Science,120000,USD,Computer Scientist,Fine,Python,Yes,26-50% of projects,8,8
Singapore,Male,44,Employed full-time,Academic,Doctoral degree,Computer Science,1.00E+05,SGD,Computer Scientist,Fine,Python,No,51-75% of projects,6,6
United States,Male,25,Employed full-time,Technology,Master's degree,Mathematics or statistics,132000,USD,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,7,7
Kenya,Male,46,Employed full-time,Academic,Master's degree,Physics,90000,KES,Researcher,Fine,C/C++/C#,Sort of (Explain more),51-75% of projects,3,3
Singapore,Male,33,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),120000,SGD,Scientist/Researcher,Fine,Python,Yes,51-75% of projects,8,8
Taiwan,Male,26,Employed full-time,Technology,Master's degree,Computer Science,30000,USD,Machine Learning Engineer,Fine,Python,No,26-50% of projects,7,7
United States,Male,48,Employed full-time,Technology,Doctoral degree,Computer Science,350000,USD,Computer Scientist,Poorly,Python,Yes,100% of projects,8,8
Israel,Male,32,Employed full-time,Academic,Master's degree,Computer Science,50000,USD,Researcher,Fine,Python,Yes,Less than 10% of projects,10 - Highly Satisfied,10
India,Female,26,Employed full-time,Technology,Bachelor's degree,Computer Science,7.00E+05,INR,Machine Learning Engineer,Perfectly,SQL,Yes,Less than 10% of projects,8,8
India,Male,30,Employed full-time,Technology,Master's degree,Computer Science,1200000,INR,Scientist/Researcher,Perfectly,Python,Yes,10-25% of projects,9,9
India,Male,21,Employed full-time,Financial,Bachelor's degree,Computer Science,360000,INR,Software Developer/Software Engineer,Perfectly,Python,No,Less than 10% of projects,4,4
People 's Republic of China,Female,38,Employed full-time,Mix of fields,Master's degree,Electrical Engineering,20000,CNY,Engineer,Perfectly,Python,No,Less than 10% of projects,3,3
India,Male,28,Employed full-time,Technology,Master's degree,Computer Science,60000,INR,Software Developer/Software Engineer,Fine,Python,No,26-50% of projects,8,8
India,Male,42,Employed full-time,Academic,Doctoral degree,Computer Science,1200000,INR,Computer Scientist,Fine,Python,Yes,10-25% of projects,7,7
India,Male,35,Employed full-time,Academic,Master's degree,Computer Science,360000,INR,Researcher,Fine,Python,No,None,8,8
Singapore,Male,28,Employed full-time,Academic,Master's degree,Computer Science,50000,SGD,Software Developer/Software Engineer,Poorly,Python,Yes,26-50% of projects,3,3
United States,Male,42,Employed full-time,Manufacturing,Doctoral degree,Engineering (non-computer focused),107000,USD,Engineer,Fine,Python,No,10-25% of projects,10 - Highly Satisfied,10
Czech Republic,Male,24,Employed full-time,Technology,Master's degree,Computer Science,6.00E+05,CZK,Researcher,Perfectly,Python,Yes,100% of projects,10 - Highly Satisfied,10
Poland,Male,32,Employed full-time,Academic,Doctoral degree,Physics,60000,PLN,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),51-75% of projects,6,6
India,Male,28,Employed full-time,CRM/Marketing,Bachelor's degree,"Information technology, networking, or system administration",710000,INR,Machine Learning Engineer,Perfectly,Python,No,10-25% of projects,9,9
